datetime,station,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PI
2015-04-18,Guanyuan,144.9,250.7,25.9,98.0,1512.5,47.3,17.9,1006.5,8.0,0.0,1.2,13.1
2015-04-19,Guanyuan,75.7,110.0,6.0,37.8,666.7,63.1,17.0,1010.1,0.2,0.0,2.6,6.71
2015-04-20,Guanyuan,67.8,92.4,7.1,44.9,816.7,70.7,15.5,1010.1,1.2,0.0,2.8,6.1
2015-04-21,Guanyuan,55.1,137.3,7.8,48.1,620.8,68.6,19.0,1005.9,0.4,0.0,2.3,5.29
2015-04-22,Guanyuan,40.0,110.6,6.0,48.4,662.5,78.1,18.7,1012.5,1.4,0.0,3.0,4.03
2015-04-23,Guanyuan,55.0,131.0,11.8,62.8,750.0,50.6,20.0,1010.4,-0.3,0.0,1.7,5.35
2015-04-24,Guanyuan,52.4,186.4,8.2,45.5,645.8,84.1,19.0,1016.2,1.6,0.0,2.5,5.92
2015-04-25,Guanyuan,78.1,190.7,13.6,78.0,962.5,94.5,22.4,1010.0,4.5,0.0,2.5,7.56
2015-04-26,Guanyuan,109.8,212.1,22.6,55.3,1054.2,125.8,24.4,1005.2,11.1,0.0,2.6,10.04
2015-04-27,Guanyuan,83.4,146.4,12.2,47.1,925.0,107.3,22.1,1001.0,13.1,0.2,1.9,7.61
2015-04-28,Guanyuan,48.7,72.7,6.9,43.0,795.8,93.1,20.4,1006.4,11.2,0.0,1.6,4.56
2015-04-29,Guanyuan,113.8,149.6,12.9,45.8,1487.5,108.7,21.1,1008.7,13.1,0.0,1.9,10.01
2015-04-30,Guanyuan,105.1,144.3,11.4,39.6,1025.0,129.2,23.6,1006.4,13.3,0.0,2.1,9.28
2015-05-01,Guanyuan,115.5,144.1,11.7,47.5,1045.8,68.7,18.5,1005.3,13.0,0.3,2.3,10.04
2015-05-02,Guanyuan,44.1,66.0,2.2,34.1,558.3,77.4,19.0,1005.9,12.0,0.0,1.8,4.06
2015-05-03,Guanyuan,41.9,95.7,2.2,26.4,354.2,77.6,19.5,1009.5,-2.8,0.0,3.5,3.94
2015-05-04,Guanyuan,24.3,63.7,5.0,19.8,287.5,93.5,18.5,1010.6,-6.3,0.0,3.6,2.45
2015-05-05,Guanyuan,45.0,103.2,9.5,43.7,516.7,76.0,20.5,1001.0,0.1,0.0,2.2,4.36
2015-05-06,Guanyuan,16.2,75.7,3.1,23.0,308.3,78.8,18.0,1007.2,-7.9,0.0,2.2,2.45
2015-05-07,Guanyuan,39.1,148.0,6.9,35.2,637.5,83.9,18.5,1006.6,1.3,0.0,2.3,4.7
2015-05-08,Guanyuan,31.5,114.4,10.5,37.2,862.5,78.2,18.0,1005.5,5.7,0.0,2.3,3.77
2015-05-09,Guanyuan,25.0,46.4,7.2,30.5,854.2,52.1,13.0,1013.4,4.2,0.0,1.7,2.47
2015-05-10,Guanyuan,35.8,48.0,4.7,50.0,1150.0,28.7,10.2,1011.4,6.2,1.1,1.6,3.41
2015-05-11,Guanyuan,25.9,27.2,2.2,35.5,779.2,46.3,13.7,1003.0,4.9,0.0,2.3,2.47
2015-05-12,Guanyuan,19.0,43.0,2.5,48.2,600.0,67.7,18.6,991.0,4.8,0.0,1.9,2.77
2015-05-13,Guanyuan,64.8,160.2,4.4,81.0,1041.7,73.9,21.5,990.4,8.5,0.0,1.4,6.36
2015-05-14,Guanyuan,26.1,82.5,3.4,30.9,387.5,79.8,22.1,1002.7,1.6,0.0,2.9,2.8
2015-05-15,Guanyuan,26.1,56.7,3.0,30.6,437.5,85.2,21.3,1010.0,3.5,0.0,2.6,2.62
2015-05-16,Guanyuan,51.5,112.4,9.9,48.8,787.5,103.2,21.8,1005.2,6.0,0.0,2.6,4.99
2015-05-17,Guanyuan,132.0,226.0,19.6,49.5,1275.0,113.8,22.8,994.8,15.6,0.1,1.8,11.76
2015-05-18,Guanyuan,63.1,83.4,2.8,37.2,579.2,69.0,23.3,997.4,2.7,0.0,3.5,5.62
2015-05-19,Guanyuan,9.9,50.1,2.0,21.6,212.5,80.4,22.5,1003.6,-4.9,0.0,4.0,1.7
2015-05-20,Guanyuan,14.3,40.0,2.5,23.5,329.2,88.1,24.0,1010.7,1.5,0.0,3.4,1.59
2015-05-21,Guanyuan,31.4,99.2,6.4,46.2,575.0,88.7,23.0,1007.5,5.7,0.0,3.4,3.43
2015-05-22,Guanyuan,51.5,106.7,13.0,50.1,875.0,104.5,22.9,1005.1,8.3,0.0,1.9,5.0
2015-05-23,Guanyuan,90.0,159.5,21.8,46.6,1100.0,119.4,23.9,1003.8,11.6,0.0,1.7,8.24
2015-05-24,Guanyuan,112.3,191.1,17.0,62.4,1295.8,112.6,25.6,1002.1,12.5,0.0,2.3,10.17
2015-05-25,Guanyuan,95.5,190.0,23.2,52.6,1179.2,157.9,27.5,1001.2,12.7,0.0,2.9,8.89
2015-05-26,Guanyuan,84.3,168.3,18.9,36.1,927.1,173.2,28.2,1001.3,13.4,0.0,3.1,7.83
2015-05-27,Guanyuan,89.8,145.7,11.1,32.1,883.3,168.7,26.8,1000.5,14.1,0.0,2.3,8.1
2015-05-28,Guanyuan,105.7,155.9,22.6,34.2,1112.5,152.9,26.1,999.5,14.9,0.0,2.4,9.42
2015-05-29,Guanyuan,68.0,97.3,4.1,43.2,829.2,93.5,25.0,1001.2,15.0,0.0,1.8,6.14
2015-05-30,Guanyuan,60.7,99.5,7.1,42.2,816.7,109.6,24.3,1002.9,13.3,0.0,2.2,5.62
2015-05-31,Guanyuan,55.7,116.3,15.6,44.8,950.0,129.5,26.4,996.8,13.7,0.0,2.6,5.38
2015-06-01,Guanyuan,89.5,189.8,14.4,54.8,1095.8,139.3,28.1,996.2,18.0,0.0,1.8,8.37
2015-06-02,Guanyuan,34.6,60.0,4.7,30.0,558.3,76.3,26.9,1003.8,4.1,0.0,3.0,3.28
2015-06-03,Guanyuan,34.1,115.9,6.6,37.0,529.2,90.6,25.4,1008.4,6.4,0.0,2.4,3.83
2015-06-04,Guanyuan,54.4,101.9,7.2,58.0,3116.7,57.0,21.4,1000.3,12.8,0.2,1.6,5.25
2015-06-05,Guanyuan,48.6,73.5,4.8,53.1,4075.0,83.7,23.0,994.3,14.0,0.0,1.7,4.74
2015-06-06,Guanyuan,27.1,47.4,2.9,33.0,3000.0,88.0,23.3,998.0,13.2,0.1,2.1,2.79
2015-06-07,Guanyuan,16.2,29.8,2.2,36.1,2883.3,51.0,21.4,1004.1,9.5,0.0,1.7,2.19
2015-06-08,Guanyuan,19.5,36.0,2.1,35.3,454.2,72.8,23.4,1000.5,9.0,0.0,2.0,2.15
2015-06-09,Guanyuan,56.3,107.9,13.8,57.2,1241.7,105.6,23.8,997.4,13.6,0.0,2.3,5.45
2015-06-10,Guanyuan,79.9,84.2,4.3,40.2,1229.2,81.2,21.0,995.7,17.2,0.2,1.7,7.0
2015-06-11,Guanyuan,23.3,28.2,2.0,20.5,612.5,58.8,22.6,993.4,11.4,0.0,2.5,2.19
2015-06-12,Guanyuan,8.5,24.7,2.1,12.2,379.2,67.1,24.8,993.6,9.5,0.0,3.8,1.07
2015-06-13,Guanyuan,13.3,29.6,2.4,18.1,479.2,82.8,23.5,1000.1,14.4,0.1,2.4,1.43
2015-06-14,Guanyuan,21.3,34.3,2.4,27.9,487.5,95.7,25.2,1003.9,14.5,0.0,1.5,2.16
2015-06-15,Guanyuan,95.2,124.3,19.2,39.9,1320.8,142.2,26.7,1002.5,15.0,0.0,2.1,8.5
2015-06-16,Guanyuan,103.9,140.1,13.0,56.2,1154.2,131.3,26.8,999.4,15.5,0.0,2.0,9.3
2015-06-17,Guanyuan,50.0,64.2,2.0,39.0,787.5,109.1,25.7,998.5,17.2,0.4,1.5,4.61
2015-06-18,Guanyuan,20.4,23.5,2.0,27.4,366.7,65.0,26.7,1001.8,9.0,0.0,1.9,1.99
2015-06-19,Guanyuan,17.1,35.7,2.0,27.7,433.3,50.1,20.8,1005.6,13.6,0.4,1.7,1.76
2015-06-20,Guanyuan,24.7,36.1,2.0,37.0,500.0,91.3,24.7,1007.3,13.6,0.0,1.6,2.48
2015-06-21,Guanyuan,45.0,75.0,3.6,41.8,525.0,122.9,27.2,1003.8,13.6,0.0,1.8,4.3
2015-06-22,Guanyuan,90.5,113.7,21.3,38.6,995.8,144.9,26.4,1001.5,15.3,0.0,1.8,8.09
2015-06-23,Guanyuan,186.5,198.8,17.9,43.3,1695.8,149.9,26.8,1002.7,17.9,0.0,1.9,15.93
2015-06-24,Guanyuan,111.0,121.7,11.8,45.2,1183.3,83.6,25.3,1001.2,17.8,0.0,2.1,9.62
2015-06-25,Guanyuan,114.0,125.4,8.6,60.8,1116.7,69.5,24.5,997.4,18.1,0.0,1.4,9.93
2015-06-26,Guanyuan,107.6,108.7,2.2,28.2,1033.3,139.7,24.1,996.3,19.7,2.3,1.7,9.24
2015-06-27,Guanyuan,92.5,94.8,4.2,44.3,991.7,96.8,24.9,1000.7,20.1,0.0,1.3,8.06
2015-06-28,Guanyuan,146.0,146.0,7.8,44.1,1258.3,120.0,27.2,1001.9,21.2,0.0,1.8,12.48
2015-06-29,Guanyuan,125.2,125.2,7.5,53.2,1283.3,48.7,22.4,1001.2,19.4,0.1,1.7,10.72
2015-06-30,Guanyuan,16.7,21.0,2.0,32.1,462.5,54.7,22.1,998.7,14.6,0.0,2.6,1.88
2015-07-01,Guanyuan,21.0,37.9,3.3,43.5,516.7,43.1,24.7,993.6,13.3,0.1,1.7,2.51
2015-07-02,Guanyuan,12.7,21.4,3.7,38.8,429.2,47.3,26.7,997.9,9.3,0.0,2.0,2.14
2015-07-03,Guanyuan,28.4,63.5,14.2,38.9,1195.8,95.2,25.2,1003.9,10.8,0.0,2.0,2.97
2015-07-04,Guanyuan,31.2,55.3,5.9,50.0,750.0,60.1,22.3,1005.6,13.2,0.1,1.4,3.12
2015-07-05,Guanyuan,67.4,77.0,10.9,47.6,1170.8,116.5,23.6,1005.7,15.0,0.0,1.6,6.13
2015-07-06,Guanyuan,70.6,79.5,12.7,35.7,1270.8,135.7,25.4,1006.2,15.8,0.0,1.6,6.36
2015-07-07,Guanyuan,66.0,78.4,8.3,35.0,1020.8,134.7,26.7,1004.8,16.2,0.0,1.7,5.96
2015-07-08,Guanyuan,123.9,134.8,11.0,34.7,1379.2,133.2,27.4,1006.0,18.1,0.0,1.9,10.69
2015-07-09,Guanyuan,77.1,87.6,12.7,35.6,895.8,130.5,27.7,1008.2,15.7,0.0,1.8,6.87
2015-07-10,Guanyuan,55.4,83.2,11.6,32.8,812.5,117.7,27.9,1006.4,17.4,0.0,2.3,5.11
2015-07-11,Guanyuan,110.4,126.8,13.7,39.5,1187.5,123.5,28.8,1003.0,19.2,0.0,1.6,9.63
2015-07-12,Guanyuan,110.3,154.5,6.8,50.2,1062.5,131.2,30.3,995.7,19.2,0.0,1.5,9.78
2015-07-13,Guanyuan,54.1,83.2,3.0,50.9,816.7,151.3,32.4,993.6,15.7,0.0,1.8,5.15
2015-07-14,Guanyuan,44.0,67.6,5.1,38.0,783.3,135.5,29.9,999.1,16.3,0.0,2.1,4.21
2015-07-15,Guanyuan,39.2,68.5,4.1,57.7,779.2,75.2,27.5,1001.4,16.2,0.0,1.6,3.86
2015-07-16,Guanyuan,45.1,51.5,2.0,37.4,895.8,40.5,23.4,1003.4,19.1,0.2,2.1,4.06
2015-07-17,Guanyuan,44.6,51.1,3.1,39.9,893.8,29.6,22.8,1003.1,19.7,1.0,1.3,4.02
2015-07-18,Guanyuan,55.5,57.0,2.0,31.4,912.5,44.1,23.1,1002.2,20.4,2.5,1.4,4.86
2015-07-19,Guanyuan,80.0,80.0,2.1,37.6,1016.7,34.6,23.3,1003.7,21.2,0.3,1.6,6.88
2015-07-20,Guanyuan,98.8,95.4,2.1,37.4,1012.5,81.1,25.1,1003.3,22.0,0.9,1.4,8.47
2015-07-21,Guanyuan,143.2,143.2,2.3,32.5,1237.5,102.8,25.6,1001.1,22.2,0.0,1.6,12.12
2015-07-22,Guanyuan,70.1,70.6,2.2,39.6,908.3,101.5,25.4,1000.0,20.5,0.2,1.4,6.19
2015-07-23,Guanyuan,51.0,54.6,2.0,57.4,962.5,67.3,25.3,999.8,21.3,0.0,1.1,4.71
2015-07-24,Guanyuan,60.4,76.7,3.2,54.3,1037.5,91.1,26.5,997.4,20.4,0.0,1.4,5.55
2015-07-25,Guanyuan,95.2,107.7,2.5,44.5,1166.7,127.9,28.0,996.5,21.1,0.0,1.7,8.37
2015-07-26,Guanyuan,113.1,124.7,2.0,33.9,1195.8,155.3,29.9,998.7,22.5,0.0,1.3,9.8
2015-07-27,Guanyuan,80.3,100.1,2.6,36.2,1008.3,130.7,28.5,1000.0,22.5,1.6,1.8,7.13
2015-07-28,Guanyuan,59.0,61.0,2.0,32.0,954.2,125.7,26.4,998.9,22.8,0.1,1.1,5.29
2015-07-29,Guanyuan,97.3,101.1,2.5,39.1,1066.7,127.7,28.9,997.0,23.8,0.0,1.4,8.47
2015-07-30,Guanyuan,54.0,54.8,2.0,26.1,1066.7,90.0,24.3,1000.1,21.9,0.8,1.8,4.78
2015-07-31,Guanyuan,29.5,32.8,2.2,31.9,775.0,103.6,25.5,1003.3,20.6,0.6,1.5,2.84
2015-08-01,Guanyuan,65.3,79.1,2.7,60.1,1487.5,58.8,25.3,1002.5,22.2,0.5,1.3,5.94
2015-08-02,Guanyuan,79.9,80.0,2.0,11.1,1241.7,90.6,26.1,998.5,23.5,0.1,1.3,6.8
2015-08-03,Guanyuan,74.6,74.6,2.4,14.8,1358.3,43.5,25.7,998.1,20.4,0.0,1.7,6.32
2015-08-04,Guanyuan,21.0,46.7,3.0,19.5,575.0,93.2,26.6,997.0,16.8,0.0,1.6,2.13
2015-08-05,Guanyuan,81.3,107.8,5.1,52.7,1122.9,113.0,27.5,998.3,21.5,0.1,1.7,7.33
2015-08-06,Guanyuan,61.6,82.2,2.1,34.9,829.2,125.9,25.5,1002.7,19.8,0.0,1.6,5.58
2015-08-07,Guanyuan,104.2,106.4,4.6,60.2,1408.3,107.2,25.2,1007.9,21.8,2.0,1.6,9.16
2015-08-08,Guanyuan,48.6,60.5,2.1,54.4,797.9,86.6,24.8,1008.7,19.5,0.0,1.0,4.55
2015-08-09,Guanyuan,66.0,85.1,2.6,58.1,891.7,113.6,27.8,1006.3,20.9,0.0,1.1,6.07
2015-08-10,Guanyuan,47.8,69.7,2.1,50.4,783.3,105.3,28.9,1005.3,20.0,0.0,1.5,4.53
2015-08-11,Guanyuan,107.5,132.1,7.4,63.2,1587.5,134.6,29.2,1004.3,21.6,0.0,1.5,9.59
2015-08-12,Guanyuan,87.2,123.8,3.7,50.7,1079.2,142.8,30.1,1001.9,20.9,0.0,2.1,7.88
2015-08-13,Guanyuan,125.1,163.1,9.0,66.3,1245.8,160.4,29.4,999.5,21.4,0.0,2.1,11.13
2015-08-14,Guanyuan,64.8,96.8,4.2,40.6,875.0,95.8,28.5,998.9,17.0,0.0,2.0,5.88
2015-08-15,Guanyuan,29.2,53.3,4.0,32.5,641.7,92.8,28.5,1000.8,14.7,0.0,1.7,2.88
2015-08-16,Guanyuan,40.2,89.1,6.5,46.8,775.0,153.8,28.8,1001.1,17.3,0.0,1.9,4.08
2015-08-17,Guanyuan,82.5,125.1,9.5,55.2,1133.3,139.3,29.2,1001.6,18.9,0.0,1.6,7.57
2015-08-18,Guanyuan,54.0,74.9,2.7,40.0,808.3,106.4,26.3,1006.0,17.5,0.0,1.9,4.97
2015-08-19,Guanyuan,56.7,67.1,2.0,51.5,825.0,92.5,24.9,1006.9,18.9,0.0,1.6,5.2
2015-08-20,Guanyuan,40.9,55.0,2.0,35.2,679.2,115.9,26.3,1003.9,16.2,0.0,1.6,3.85
2015-08-21,Guanyuan,17.2,36.5,2.0,33.5,479.2,107.0,27.9,1001.4,13.2,0.0,1.6,2.1
2015-08-22,Guanyuan,20.0,37.0,2.8,37.1,662.5,73.4,26.8,1001.3,16.1,0.0,2.2,2.25
2015-08-23,Guanyuan,29.2,37.8,3.4,36.2,983.3,72.7,23.3,1005.2,17.7,0.0,1.7,2.83
2015-08-24,Guanyuan,16.1,23.4,2.0,23.4,516.7,66.7,24.7,1007.0,16.9,0.0,1.7,1.64
2015-08-25,Guanyuan,18.2,28.0,2.0,25.6,533.3,60.5,25.6,1006.1,16.5,0.0,1.6,1.82
2015-08-26,Guanyuan,15.8,27.4,2.0,30.0,529.2,63.6,25.9,1005.2,16.7,0.0,1.3,1.81
2015-08-27,Guanyuan,16.2,28.5,2.0,29.8,537.5,72.9,26.1,1005.1,16.2,0.0,1.3,1.83
2015-08-28,Guanyuan,19.5,35.0,3.5,29.2,554.2,81.0,26.3,1003.4,15.7,0.0,1.7,2.01
2015-08-29,Guanyuan,33.2,52.6,2.1,25.2,712.5,130.8,25.7,1004.8,15.7,0.0,2.0,3.2
2015-08-30,Guanyuan,31.9,38.5,3.2,32.8,1108.3,70.1,21.7,1007.5,17.7,0.1,1.5,3.02
2015-08-31,Guanyuan,32.0,35.8,2.0,36.2,820.8,57.4,20.9,1008.7,18.6,0.9,1.1,3.0
2015-09-01,Guanyuan,13.9,15.4,2.0,25.4,570.8,42.7,20.7,1008.8,17.7,0.2,1.7,1.5
2015-09-02,Guanyuan,13.6,18.5,2.2,21.4,458.3,53.8,24.8,1008.8,16.7,0.0,1.5,1.39
2015-09-03,Guanyuan,19.4,30.5,2.0,22.3,529.2,78.0,25.8,1009.7,17.2,0.0,1.5,1.93
2015-09-04,Guanyuan,59.2,64.1,2.3,44.0,1679.2,68.5,21.3,1008.6,19.2,1.3,1.9,5.33
2015-09-05,Guanyuan,22.0,22.1,2.0,23.8,725.0,72.2,18.0,1006.8,16.3,0.9,2.0,2.11
2015-09-06,Guanyuan,21.2,31.1,2.0,32.0,575.0,65.1,22.5,1009.0,14.5,0.0,1.5,2.12
2015-09-07,Guanyuan,28.9,42.4,2.4,43.4,691.7,72.8,23.0,1009.1,15.1,0.0,1.4,2.85
2015-09-08,Guanyuan,54.3,81.2,7.2,54.9,862.5,101.2,22.1,1010.8,15.1,0.0,1.2,5.12
2015-09-09,Guanyuan,39.3,60.6,2.3,45.5,779.2,45.1,21.7,1015.2,15.3,0.0,1.7,3.7
2015-09-10,Guanyuan,9.1,12.0,2.0,22.7,425.0,29.0,17.0,1017.5,12.4,0.3,1.8,1.28
2015-09-11,Guanyuan,11.7,16.3,2.2,21.8,425.0,46.0,17.4,1012.1,10.9,0.2,1.9,1.31
2015-09-12,Guanyuan,9.2,18.0,2.2,20.3,375.0,47.6,20.3,1012.8,5.7,0.0,3.5,1.22
2015-09-13,Guanyuan,21.0,50.5,2.6,43.7,587.5,53.2,22.1,1011.9,9.9,0.0,1.7,2.58
2015-09-14,Guanyuan,64.2,105.7,11.3,70.6,904.2,67.5,20.6,1014.1,12.8,0.0,1.4,6.05
2015-09-15,Guanyuan,102.7,126.6,16.2,66.4,1191.7,97.8,19.7,1015.5,13.3,0.0,1.1,9.18
2015-09-16,Guanyuan,127.9,144.6,10.5,68.1,1345.8,97.1,20.2,1014.0,14.4,0.0,1.2,11.2
2015-09-17,Guanyuan,149.4,163.7,11.5,64.8,1337.5,102.7,21.4,1012.9,16.2,0.0,1.2,12.93
2015-09-18,Guanyuan,90.6,104.5,3.4,60.5,1041.7,61.3,23.3,1012.4,16.0,0.0,1.4,8.0
2015-09-19,Guanyuan,22.2,41.0,2.4,51.0,591.7,56.2,22.2,1012.8,10.5,0.0,1.4,2.91
2015-09-20,Guanyuan,85.9,114.3,11.0,51.8,1125.0,92.4,22.6,1009.0,15.4,0.0,1.8,7.7
2015-09-21,Guanyuan,101.3,137.1,18.5,69.7,1225.0,91.2,22.3,1007.3,13.8,0.0,1.5,9.13
2015-09-22,Guanyuan,145.6,152.5,15.0,73.9,1616.7,49.8,20.7,1005.6,16.3,0.0,2.0,12.59
2015-09-23,Guanyuan,34.4,43.6,2.0,43.7,729.2,59.2,20.6,1005.3,14.6,0.0,1.5,3.27
2015-09-24,Guanyuan,108.4,128.1,4.4,66.9,1258.3,55.5,20.1,1005.4,16.5,0.2,1.5,9.51
2015-09-25,Guanyuan,25.9,32.3,2.4,37.6,579.2,38.5,19.0,1007.0,7.2,0.0,1.8,2.48
2015-09-26,Guanyuan,33.5,71.9,7.0,46.8,629.2,67.6,19.3,1009.2,8.4,0.0,1.7,3.35
2015-09-27,Guanyuan,56.2,87.9,4.2,66.7,816.7,56.7,21.2,1010.2,11.0,0.0,1.2,5.29
2015-09-28,Guanyuan,49.9,55.8,3.1,53.0,1275.0,45.2,17.5,1018.7,14.3,0.1,1.3,4.58
2015-09-29,Guanyuan,48.8,49.0,2.7,54.2,1225.0,7.2,15.0,1024.8,13.4,0.4,1.1,4.41
2015-09-30,Guanyuan,29.7,30.9,2.3,34.3,695.8,29.3,15.8,1015.3,13.0,0.4,1.4,2.74
2015-10-01,Guanyuan,13.8,23.2,2.0,21.8,333.3,44.6,17.0,1008.3,3.3,0.0,4.6,1.4
2015-10-02,Guanyuan,26.2,68.1,2.9,47.9,558.3,40.7,18.3,1006.9,7.1,0.0,1.8,2.88
2015-10-03,Guanyuan,27.7,66.8,3.6,51.4,662.5,47.7,18.8,1015.6,8.1,0.0,1.8,3.08
2015-10-04,Guanyuan,113.0,151.8,11.2,91.5,1341.7,56.2,17.3,1018.3,12.1,0.0,0.9,10.16
2015-10-05,Guanyuan,210.7,217.0,11.0,98.8,1729.2,78.4,17.6,1014.4,13.9,0.0,1.0,18.1
2015-10-06,Guanyuan,293.8,296.1,8.8,95.0,2050.0,100.2,18.9,1012.4,15.1,0.0,1.0,24.87
2015-10-07,Guanyuan,287.8,287.8,8.8,100.3,1900.0,61.1,20.3,1010.3,13.6,0.0,1.5,24.34
2015-10-08,Guanyuan,11.6,16.8,2.1,19.8,258.3,41.6,16.5,1015.2,-5.5,0.0,3.5,1.2
2015-10-09,Guanyuan,16.9,34.3,2.9,35.7,350.0,32.2,13.5,1007.5,-1.6,0.0,3.0,2.06
2015-10-10,Guanyuan,7.9,17.0,2.2,15.2,245.8,40.9,12.5,1012.5,-5.1,0.0,4.2,0.95
2015-10-11,Guanyuan,11.9,30.2,2.0,24.5,316.7,56.9,17.7,1013.3,-1.3,0.0,3.5,1.5
2015-10-12,Guanyuan,16.5,35.1,2.6,52.2,566.7,35.0,18.8,1016.6,-0.2,0.0,2.1,2.84
2015-10-13,Guanyuan,35.4,71.0,6.1,60.7,837.5,28.5,16.8,1015.7,4.6,0.0,1.1,3.6
2015-10-14,Guanyuan,100.9,150.3,19.4,96.2,2254.2,20.8,15.6,1013.4,8.9,0.0,1.1,9.26
2015-10-15,Guanyuan,107.7,129.2,8.8,91.8,1479.2,57.6,16.5,1012.9,9.2,0.0,1.0,9.66
2015-10-16,Guanyuan,202.3,214.0,12.1,129.7,2066.7,65.8,16.1,1013.6,11.5,0.0,0.9,17.64
2015-10-17,Guanyuan,305.2,305.2,14.2,132.4,2429.2,39.5,15.5,1013.2,11.9,0.0,0.8,25.98
2015-10-18,Guanyuan,51.8,68.4,6.7,34.5,779.2,32.6,15.6,1020.1,5.0,0.0,2.2,4.63
2015-10-19,Guanyuan,53.6,99.8,7.7,51.4,708.3,32.1,13.9,1012.8,7.1,0.0,1.1,5.0
2015-10-20,Guanyuan,76.0,116.5,10.2,84.8,1408.3,3.6,11.9,1013.9,7.3,0.0,1.3,7.02
2015-10-21,Guanyuan,50.2,54.1,2.8,46.3,904.2,14.3,10.2,1019.7,8.8,0.0,1.2,4.49
2015-10-22,Guanyuan,34.4,42.6,2.5,55.0,883.3,11.5,9.9,1020.4,6.9,0.4,0.9,3.27
2015-10-23,Guanyuan,54.0,57.2,2.8,54.9,816.7,17.5,13.2,1014.3,9.1,0.0,1.1,4.85
2015-10-24,Guanyuan,58.1,69.1,7.0,54.7,1100.0,23.2,13.8,1020.5,6.3,0.0,1.7,5.25
2015-10-25,Guanyuan,30.4,55.5,8.2,50.5,666.7,14.3,11.3,1023.4,0.7,0.1,1.5,2.99
2015-10-26,Guanyuan,34.8,48.0,2.0,26.1,483.3,37.8,10.9,1014.3,2.1,0.1,2.5,3.15
2015-10-27,Guanyuan,16.7,44.0,2.6,38.9,466.7,26.5,11.4,1012.5,-4.6,0.0,1.9,2.24
2015-10-28,Guanyuan,8.2,18.8,2.8,26.0,291.7,39.3,10.6,1018.6,-7.2,0.0,2.6,1.46
2015-10-29,Guanyuan,7.5,21.9,2.0,24.6,270.8,39.5,8.7,1023.1,-10.7,0.0,2.8,1.4
2015-10-30,Guanyuan,23.0,45.0,3.4,48.5,620.8,18.3,7.2,1026.7,-4.7,0.0,1.4,2.76
2015-10-31,Guanyuan,45.2,70.5,5.4,62.7,916.7,17.6,7.4,1026.8,-2.9,0.0,1.2,4.28
2015-11-01,Guanyuan,66.5,88.7,7.7,78.4,1041.7,15.6,9.0,1019.5,-0.8,0.0,1.5,6.12
2015-11-02,Guanyuan,83.7,113.6,7.7,86.5,1408.3,18.7,9.7,1017.2,0.3,0.0,1.0,7.63
2015-11-03,Guanyuan,142.8,168.2,17.1,108.6,1879.2,25.7,9.3,1018.5,4.1,0.0,1.2,12.65
2015-11-04,Guanyuan,212.3,231.5,14.0,127.9,2070.8,2.4,9.7,1019.0,5.0,0.0,0.9,18.37
2015-11-05,Guanyuan,116.6,116.6,7.1,51.5,941.7,13.8,7.8,1025.2,4.4,0.1,2.1,9.94
2015-11-06,Guanyuan,19.6,19.6,2.0,30.6,483.3,25.0,1.6,1026.7,-0.8,0.3,2.5,1.87
2015-11-07,Guanyuan,16.0,16.3,2.0,32.3,483.3,32.9,2.2,1023.8,-1.4,0.1,2.3,1.83
2015-11-08,Guanyuan,54.8,55.4,2.1,50.4,791.7,17.3,3.8,1021.4,-0.3,0.0,1.2,4.87
2015-11-09,Guanyuan,123.4,123.9,2.5,58.4,1500.0,3.0,4.4,1023.4,2.4,0.0,1.2,10.52
2015-11-10,Guanyuan,139.4,142.0,3.6,57.7,1500.0,2.5,5.4,1025.2,3.3,0.0,1.3,11.83
2015-11-11,Guanyuan,104.6,101.5,3.9,58.9,2350.0,4.4,5.8,1026.8,3.8,0.0,1.2,9.03
2015-11-12,Guanyuan,163.3,164.2,2.0,56.3,2862.5,2.0,6.4,1025.9,5.0,0.0,1.0,13.82
2015-11-13,Guanyuan,198.8,198.8,3.0,60.9,2587.5,2.0,6.8,1018.4,4.5,0.0,1.1,16.73
2015-11-14,Guanyuan,274.4,274.4,5.2,76.1,3112.5,2.6,8.4,1012.4,5.6,0.0,1.2,23.02
2015-11-15,Guanyuan,223.6,224.2,4.8,76.0,3166.7,2.6,8.6,1016.5,5.1,0.0,1.4,18.88
2015-11-16,Guanyuan,52.2,56.8,10.1,51.9,1320.8,6.2,7.0,1016.9,2.4,0.1,1.5,4.72
2015-11-17,Guanyuan,57.6,78.9,7.5,42.2,1362.5,10.2,5.3,1022.1,-0.3,0.0,1.6,5.16
2015-11-18,Guanyuan,64.0,72.5,6.0,42.3,1029.2,5.4,3.7,1023.2,-0.7,0.0,2.0,5.61
2015-11-19,Guanyuan,74.9,75.1,3.0,44.0,1483.3,2.0,3.3,1021.7,2.5,0.2,2.0,6.47
2015-11-20,Guanyuan,64.5,64.5,8.0,40.0,2054.2,2.0,0.5,1023.6,-0.3,0.1,1.5,5.64
2015-11-21,Guanyuan,41.9,41.9,7.6,39.7,1975.0,2.1,0.5,1027.8,-0.1,0.2,1.2,3.8
2015-11-22,Guanyuan,52.6,52.6,4.8,35.3,895.8,16.1,-2.2,1032.0,-3.7,0.4,1.4,4.61
2015-11-23,Guanyuan,27.5,29.8,8.4,32.2,654.2,31.1,-3.2,1034.3,-9.3,0.0,1.9,2.58
